timestamp,label,confidence,video_path
2025-08-25_16-58-54,,0.5791187286376953,videos/2025-08-25/2025-08-25_16-58-54_person.mp4
2025-08-25_17-05-37,,0.582260251045227,videos/2025-08-25/2025-08-25_17-05-37_person.mp4
2025-08-25_17-09-03,,0.637742280960083,videos/2025-08-25/2025-08-25_17-09-03_person.mp4
2025-08-25_17-10-40,,0.3425197899341583,videos/2025-08-25/2025-08-25_17-10-40_person.mp4
2025-08-25_17-19-07,,0.3004728853702545,videos/2025-08-25/2025-08-25_17-19-07_person.mp4
2025-08-25_17-26-07,,0.2508705258369446,videos/2025-08-25/2025-08-25_17-26-07_person.mp4
2025-08-25_17-28-13,,0.273829847574234,videos/2025-08-25/2025-08-25_17-28-13_person.mp4
2025-08-25_17-32-15,person,0.41113072633743286,videos/2025-08-25/2025-08-25_17-32-15_person.mp4
2025-08-25_17-35-27,person,0.49356573820114136,videos/2025-08-25/2025-08-25_17-35-27_person.mp4
2025-08-25_17-35-55,person,0.3122420907020569,videos/2025-08-25/2025-08-25_17-35-55_person.mp4
2025-08-25_18-12-19,person,0.3666304647922516,videos/2025-08-25/2025-08-25_18-12-19_person.mp4
2025-09-01_00-02-37,person,0.5576003789901733,videos/2025-08-31/2025-09-01_00-02-37_person.mp4
2025-09-01_00-25-22,person,0.6702072620391846,videos/2025-08-31/2025-09-01_00-25-22_person.mp4
2025-09-01_00-46-32,person,0.3323943018913269,videos/2025-08-31/2025-09-01_00-46-32_person.mp4
2025-09-01_00-47-08,person,0.46251484751701355,videos/2025-08-31/2025-09-01_00-47-08_person.mp4
2025-09-01_00-59-52,person,0.3590954542160034,videos/2025-08-31/2025-09-01_00-59-52_person.mp4
2025-09-01_01-02-59,person,0.29171860218048096,videos/2025-08-31/2025-09-01_01-02-59_person.mp4
2025-09-01_01-04-43,person,0.45752203464508057,videos/2025-08-31/2025-09-01_01-04-43_person.mp4
2025-09-01_01-20-12,person,0.3429354727268219,videos/2025-08-31/2025-09-01_01-20-12_person.mp4
2025-09-01_01-25-38,person,0.2621466815471649,videos/2025-08-31/2025-09-01_01-25-38_person.mp4
2025-09-01_01-28-22,person,0.5822867155075073,videos/2025-08-31/2025-09-01_01-28-22_person.mp4
2025-09-01_01-28-47,person,0.5943269729614258,videos/2025-08-31/2025-09-01_01-28-47_person.mp4
2025-09-01_01-30-25,person,0.687744140625,videos/2025-08-31/2025-09-01_01-30-25_person.mp4
2025-09-01_01-31-50,person,0.5586708188056946,videos/2025-08-31/2025-09-01_01-31-50_person.mp4
2025-09-01_01-32-50,person,0.3164336383342743,videos/2025-08-31/2025-09-01_01-32-50_person.mp4
2025-09-01_01-33-04,person,0.2901581823825836,videos/2025-08-31/2025-09-01_01-33-04_person.mp4
2025-09-05_18-35-47,person,0.25034192204475403,videos/2025-09-05/2025-09-05_18-35-47_person.mp4
2025-09-05_18-37-08,person,0.2831113040447235,videos/2025-09-05/2025-09-05_18-37-08_person.mp4
2025-09-05_18-37-47,person,0.7162179350852966,videos/2025-09-05/2025-09-05_18-37-47_person.mp4
2025-09-05_18-47-26,person,0.8722479939460754,videos/2025-09-05/2025-09-05_18-47-26_person.mp4
2025-09-05_18-48-03,person,0.30805838108062744,videos/2025-09-05/2025-09-05_18-48-03_person.mp4
2025-09-05_18-54-41,person,0.42584070563316345,videos/2025-09-05/2025-09-05_18-54-41_person.mp4
